conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,farmaceuta,released,farmaceuta - specjalista toksykologii | specjalista radiofarmacji | farmacuta - specjalista analityki farmceutycznej | farmaceuta - specjalista farmacji aptecznej | farmaceuta - specjalista leku roślinnego | farmaceuta- specjalista  mikrobiologii i  biotechnologii  farmaceutycznej,"Farmaceuci przygotowują, wydają i zapewniają recepty i leki bez recepty. Oferują pacjentom informacje kliniczne na temat leków, zgłaszają podejrzewane działania niepożądane, a także zapewniają zindywidualizowane wsparcie pacjentom. Farmaceuci formułują i testują leki w laboratoriach oraz przechowują, konserwują i dystrybuują je.",http://data.europa.eu/esco/isco/C2262,Farmaceuci
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,wykładowca akademicki w dziedzinie psychologii,released,pracownik naukowo-dydaktyczny w dziedzinie psychologii,"Wykładowcy akademiccy w dziedzinie psychologii są profesorami, nauczycielami i wykładowcami uczącymi studentów, którzy uzyskali dyplom ukończenia szkoły średniej, uczący studentów w zakresie swojej wyspecjalizowanej dziedziny studiów – psychologii, która ma głównie charakter akademicki. Współpracują ze swoimi asystentami naukowymi i dydaktycznymi w celu przygotowania wykładów i egzaminów, oceniania testów i egzaminów oraz prowadzenia regularnych przeglądów i wymiany informacji zwrotnych dla studentów. Prowadzą również badania naukowe dziedzinach psychologii, publikują swoje ustalenia i współpracują z innymi pracownikami uczelni.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,nauczyciel akademicki
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,inżynier elektroniki mikrosystemów,released,inżynier systemów mikroelektromechanicznych,"Inżynierowie elektroniki mikrosystemów projektują, opracowują i nadzorują wytwarzanie mikroukładów elektromechanicznych, które mogą być zintegrowane z produktami mechanicznymi, optycznymi, akustycznymi i elektronicznymi.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,inżynier elektronik
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,fizyk,released,ekonofizyk | biofizyk | fizyk nuklearny | fizyk medyczny,"Fizycy to naukowcy badający zjawiska fizyczne. Koncentrują swoje badania w zależności od ich specjalizacji, która może sięgać od fizyki cząstek jądrowych do badania zjawisk zachodzących we wszechświecie. Stosują swoje ustalenia w celu poprawy społeczeństwa, przyczyniając się do rozwoju dostaw energii, leczenia chorób, rozwoju gier, najnowocześniejszych urządzeń oraz przedmiotów codziennego użytku.",http://data.europa.eu/esco/isco/C2111,Fizycy i astronomowie
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,paleontolog,released,,"Paleontolodzy badają i analizują formy życia w czasach starożytnych na Ziemi. Dążą oni do określenia ścieżki ewolucji i interakcji z różnymi obszarami geologicznymi wszystkich rodzajów organizmów i roślin, pyłków i zarodników, bezkręgowców i kręgowców, ludzi, śladów takich jak odciski stopy oraz ekologia i klimat.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geolog
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,mineralog,released,,"Mineralodzy badają skład, strukturę i inne fizyczne aspekty ziemi. Analizują oni różne minerały i wykorzystują sprzęt naukowy do określania ich struktury i właściwości. Ich praca koncentruje się głównie na klasyfikacji i identyfikacji minerałów poprzez pobieranie próbek i przeprowadzanie dalszych testów, analiz i badań.",http://data.europa.eu/esco/isco/C2114,Geolodzy i geofizycy
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,ekolog,released,,"Ekolodzy dokonują oceny stanu zdrowia i rozmieszczenia organizmów, a mianowicie ludzi, roślin i zwierząt, oraz relacji między organizmami a ich środowiskiem. Ekolodzy zazwyczaj dysponują obszarem specjalizacji, np. słodkowodnym, morskim, lądowym, fauną i florą, na temat których prowadzą badania i wykonują swoje zadania. ",http://data.europa.eu/esco/isco/C2133,Specjaliści do spraw ochrony środowiska
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,wykładowca akademicki w dziedzinie nauk o przestrzeni kosmicznej,released,pracownik naukowo-dydaktyczny w dziedzinie nauk o przestrzeni kosmicznej,"Wykładowcy akademiccy w dziedzinie nauk o przestrzeni kosmicznej są profesorami, nauczycielami i wykładowcami uczącymi studentów, którzy uzyskali dyplom ukończenia szkoły średniej, w zakresie swojej wyspecjalizowanej dziedziny studiów – dziedziny nauk o przestrzeni kosmicznej, która ma głównie charakter akademicki. Współpracują ze swoimi asystentami naukowymi i dydaktycznymi w celu przygotowania wykładów i egzaminów, oceniania testów oraz prowadzenia regularnych przeglądów i wymiany informacji zwrotnych dla studentów. Prowadzą również badania naukowe w dziedzinie przestrzeni kosmicznej, publikują swoje ustalenia i współpracują z innymi pracownikami uczelni.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,nauczyciel akademicki
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,inżynier mikroelektroniki,released,inżynier mikroelektronik,"Inżynierowie mikroelektroniki projektują, opracowują i nadzorują produkcję małych urządzeń elektronicznych i podzespołów, takich jak mikroprocesory i układy scalone.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,inżynier elektronik
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,doradca–wykładowca akademicki w zakresie pracy socjalnej,released,,"Doradcy-wykładowcy akademiccy w zakresie pracy socjalnej są specjalistami, którzy pełnią podwójną rolę: z jednej strony stosują dyscyplinę akademicką, która świadczy usługi społeczne, takie jak doradztwo, terapia lub rzecznictwo, osobom lub grupom osób, a z drugiej strony są częścią środowiska akademickiego zapewniającego kształcenie zawodowe, angażując się również w rozwój badań i wiedzy, wnosząc wkład w rozwiązania dotyczące złożonych problemów społecznych i innowacyjnych podejść mających na celu poprawę tych problemów. Uczą oni wiedzy na temat pracy socjalnej, umiejętności i wartości potrzebnych do przygotowania studentów do angażowania się w praktyki pracy socjalnej oparte na kompetencjach kulturowych z różnymi populacjami i społecznościami.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,nauczyciel akademicki
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,inżynier sprzętu komputerowego,released,,"Inżynierowie sprzętu komputerowego projektują i opracowują systemy i elementy sprzętu komputerowego, takie jak obwody, modemy i drukarki. Opracowują plany działania i rysunki montażowe, opracowują i testują prototypy i nadzorują proces produkcji.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,inżynier elektronik
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,wykładowca akademicki w dziedzinie antropologii,released,pracownik naukowo-dydaktyczny w dziedzinie antropologii,"Wykładowcy akademiccy w dziedzinie antropologii są profesorami, nauczycielami i wykładowcami uczącymi studentów, którzy uzyskali dyplom ukończenia szkoły średniej, w zakresie swojej wyspecjalizowanej dziedziny studiów – antropologii, która ma głównie charakter akademicki. Współpracują ze swoimi asystentami naukowymi i dydaktycznymi w celu przygotowania wykładów i egzaminów, oceniania testów i egzaminów oraz prowadzenia regularnych przeglądów i wymiany informacji zwrotnych dla studentów. Prowadzą również badania naukowe w dziedzinie antropologii, publikują swoje ustalenia i współpracują z innymi pracownikami uczelni.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,nauczyciel akademicki
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,tanatolog,released,,"Tanatolodzy badają zjawisko śmiercią i umierania w różnych wymiarach, takich jak psychologia, socjologia, fizjologia i antropologia. Przyczyniają się do zwiększenia stanu wiedzy na temat aspektów zgonu, takich jak zjawiska psychiczne, których doświadczają osoby umierające i osoby im towarzyszące.",http://data.europa.eu/esco/isco/C2632,"Socjolodzy, antropolodzy i specjaliści w dziedzinach pokrewnych"
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,wykładowca akademicki w zakresie wiedzy o żywieniu,released,pracownik naukowo-dydaktyczny w zakresie wiedzy o żywieniu,"Wykładowcy akademiccy w zakresie wiedzy o żywieniu są profesorami, nauczycielami i wykładowcami uczącymi studentów, którzy uzyskali dyplom ukończenia szkoły średniej, w zakresie swojej wyspecjalizowanej dziedziny studiów – dziedziny wiedzy o żywieniu, która ma głównie charakter akademicki. Współpracują ze swoimi asystentami naukowymi i dydaktycznymi w celu przygotowania wykładów i egzaminów, oceniania testów i egzaminów oraz prowadzenia regularnych przeglądów i wymiany informacji zwrotnych dla studentów. Prowadzą również badania naukowe w dziedzinie nauk o żywieniu, publikują swoje ustalenia i współpracują z innymi pracownikami uczelni.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,nauczyciel akademicki
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,ekonomista,released,ekonofizyk | ekonomista społeczny | ekonomistka | ekonometryk | analityk makroekonomiczny,"Ekonomiści prowadzą badania i opracowują teorie w dziedzinie ekonomii (zarówno analizy mikroekonomiczne, jak i makroekonomiczne). Analizują tendencje i dane statystyczne oraz w pewnym stopniu pracują z ekonomicznymi modelami matematycznymi, żeby doradzać przedsiębiorstwom, rządom i instytucjom powiązanym. Udzielają porad w zakresie wykonalności produktu, tendencji prognoz, rynków wschodzących, polityk podatkowych i tendencji w konsumpcji.",http://data.europa.eu/esco/isco/C2631,Ekonomiści
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,wykładowca naukowy w dziedzinie literaturoznawstwa,released,wykładowca naukowy w dziedzinie nauk humanistycznych | pracownik naukowo-dydaktyczny w dziedzinie literaturoznawstwa,"Wykładowcy akademiccy w dziedzinie literaturoznawstwa są profesorami, nauczycielami i wykładowcami uczącymi studentów, którzy uzyskali dyplom ukończenia szkoły średniej, w zakresie swojej wyspecjalizowanej dziedziny studiów – literatury, która ma głównie charakter akademicki. Współpracują ze swoimi asystentami naukowymi i dydaktycznymi w celu przygotowania wykładów i egzaminów, oceniania testów i egzaminów oraz prowadzenia regularnych przeglądów i wymiany informacji zwrotnych dla studentów. Prowadzą również badania naukowe dziedzinie literatury, publikują swoje ustalenia i współpracują z innymi pracownikami uczelni.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,nauczyciel akademicki
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,lekarz – specjalista,released,,"Lekarze specjaliści zapobiegają, diagnozują i leczą choroby w zależności od ich specjalizacji medycznej lub chirurgicznej.",http://data.europa.eu/esco/isco/C2212,Lekarze specjaliści
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,wykładowca akademicki w dziedzinie historii,released,pracownik naukowo-dydaktyczny w dziedzinie historii,"Wykładowcy akademiccy w dziedzinie historii są profesorami, nauczycielami i wykładowcami uczącymi studentów, którzy uzyskali dyplom ukończenia szkoły średniej, w zakresie swojej wyspecjalizowanej dziedziny studiów – historii, która ma głównie charakter akademicki. Współpracują ze swoimi asystentami naukowymi i dydaktycznymi w celu przygotowania wykładów i egzaminów, oceniania testów i egzaminów oraz prowadzenia regularnych przeglądów i wymiany informacji zwrotnych dla studentów. Prowadzą również badania naukowe w dziedzinie historii, publikują swoje ustalenia i współpracują z innymi pracownikami uczelni.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,nauczyciel akademicki
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,muzealnik,released,pracownik muzeum,"Muzealnicy zajmują się prowadzeniem prac kuratorskich, przygotowawczych i administracyjnych lub zarządzaniem takimi pracami w muzeach o profilu ogólnym, ogrodach botanicznych, galeriach sztuki, zbiorach sztuki, akwariach i podobnych obiektach. Zarządzają zbiorami przyrodniczymi, historycznymi i antropologicznymi o charakterze edukacyjnym, naukowym lub estetycznym.
	",http://data.europa.eu/esco/isco/C2621,Archiwiści i muzealnicy
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,mikrobiolog,released,wirolog | histolog | bakteriolog,"Mikrobiolodzy studiują i prowadzą badania dotyczące form życia, cech i procesów mikroskopowych organizmów. Uczą się mikroorganizmów, takich jak bakterie, pierwotniaki, grzyby itp., w celu diagnozowania i przeciwdziałania skutkom, jakie te mikroorganizmy mogą wywołać u zwierząt, w środowisku, w przemyśle spożywczym lub w sektorze opieki zdrowotnej.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,filolog,released,terminolog | romanista | indolog | filolog romański | germanista | filolog germański | arabista | językoznawca | afrykanista | hispanista | romanistka | bałtolog | hispanistka | lingwista | lingwistka | iberystka | iberysta | filolog angielski | afrykanistka | bałtystka | japonista | anglistka | slawistka | lingwista komputerowy | hellenista | germanistka | filolog języka nowożytnego | fonetyk | anglista | filolog polski | slawista | polonista | sinolog | filolog klasyczny | polonistka | skandynawista | amerykanista | bałtysta | koreanista,"Filolodzy zajmują się naukowo językami. Opanowują języki i potrafią je interpretować pod względem cech gramatycznych, semantycznych i fonetycznych. Badają ewolucję języka i sposób jego wykorzystania przez społeczeństwa.",http://data.europa.eu/esco/isco/C2643,Filolodzy i tłumacze
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,inżynier mechatronik,released,inżynier cybernetyk,"Inżynierowie mechatronicy projektują i opracowują inteligentne systemy, takie jak urządzenia robotyczne, inteligentne urządzenia gospodarstwa domowego i samoloty, poprzez łączenie technologii z inżynierii mechanicznej, elektronicznej, informatycznej i techniki regulacji. Tworzą plany działania lub przygotowują dokumenty dla części, zespołów lub gotowych produktów przy użyciu oprogramowania, a także nadzorują projekty i zarządzają nimi.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,inżynier mechanik
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,inżynier optyk,released,inżynier optyki,"Inżynierowie optycy projektują i opracowują różne zastosowania przemysłowe z optyką. Posiadają wiedzę na temat lekkich zasad transmisji oraz optyki w celu projektowania elementów konstrukcyjnych urządzeń, takich jak mikroskopy, obiektywy, teleskopy i inne urządzenia optyczne.",http://data.europa.eu/esco/isco/C2149,Inżynierowie gdzie indziej niesklasyfikowani
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statystyk,released,,"Statystycy gromadzą, ujmują w tabelę i, przede wszystkim, analizują informacje ilościowe pochodzące z różnych dziedzin. Interpretują i analizują badania statystyczne dotyczące takich dziedzin, jak zdrowie, demografia, finanse, przedsiębiorstwa itp., oraz doradzają w oparciu o wzorce i przygotowaną analizę.",http://data.europa.eu/esco/isco/C2120,"Matematycy, aktuariusze i statystycy"
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropolog,released,mediator kulturowy | religioznawca | muzykolog | etnolog | antropolog biologiczny | paleoantropolog | badacz gender | etnograf | antropolog społeczno-kulturowy | teatrolog | kulturoznawca | antropolog społeczny | antropolog kulturowy | antropolog języka | antropolog sądowy,"Antropolodzy badają wszystkie aspekty życia związane z człowiekiem. Badają różne dawne cywilizacje oraz ich sposoby organizacji. Podejmują próby analizy aspektów fizycznych, społecznych, językowych, politycznych, gospodarczych, filozoficznych i kulturowych różnych grup. Celem ich badań jest zrozumienie i opisanie przeszłości ludzkości oraz rozwiązanie aktualnych problemów społecznych. Badają różne perspektywy, takie jak antropologia filozoficzna.",http://data.europa.eu/esco/isco/C2632,"Socjolodzy, antropolodzy i specjaliści w dziedzinach pokrewnych"
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,wykładowca akademicki w dziedzinie filozofii,released,pracownik naukowo-dydaktyczny w dziedzinie filozofii,"Wykładowcy akademiccy w dziedzinie filozofii są profesorami, nauczycielami i wykładowcami uczącymi studentów, którzy uzyskali dyplom ukończenia szkoły średniej, w zakresie swojej wyspecjalizowanej dziedziny studiów – filozofii, która ma głównie charakter akademicki. Współpracują ze swoimi asystentami naukowymi i dydaktycznymi w celu przygotowania wykładów i egzaminów, oceniania testów i egzaminów oraz prowadzenia regularnych przeglądów i wymiany informacji zwrotnych dla studentów. Prowadzą również badania naukowe w dziedzinie filozofii, publikują swoje ustalenia i współpracują z innymi pracownikami uczelni.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,nauczyciel akademicki
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,inżynier optomechaniki,released,,"Inżynierowie optomechaniki projektują i opracowujący układy, urządzenia i elementy optomechaniczne, takie jak zwierciadła optyczne i elementy optyczne. Inżynierowie optomechaniki łączą inżynierię optyczną z mechaniczną tych systemów i urządzeń. Prowadzą badania, przeprowadzają analizy, testują urządzenia i nadzorują badania.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,inżynier mechanik
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,specjalista w dziedzinie biometrii,released,,"Specjaliści w dziedzinie biometrii prowadzą badania w dziedzinie biometrii. Prowadzą statystyczne lub biologiczne projekty badawcze poprzez pomiar odcisków palców, siatkówki i postaci ludzkich do zastosowań medycznych lub przemysłowych.",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statystyk
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,inżynier energetyki,released,doradca ds. efektywności energetycznej,"Inżynierowie energetyki opracowują nowe, wydajne i czyste sposoby wytwarzania, przekształcania i dystrybucji energii w celu poprawy zrównoważenia środowiskowego i efektywności energetycznej. Pobierają energię za pośrednictwem zasobów naturalnych, takich jak ropa naftowa lub gaz, lub źródeł odnawialnych i zrównoważonych, takich jak energia wiatru lub energia słoneczna. ",http://data.europa.eu/esco/isco/C2149,Inżynierowie gdzie indziej niesklasyfikowani
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,wykładowca akademicki w dziedzinie ochrony zdrowia,released,pracownik naukowo-dydaktyczny w dziedzinie ochrony zdrowia,"Wykładowcy akademiccy w dziedzinie ochrony zdrowia są profesorami, nauczycielami i wykładowcami uczącymi studentów, którzy uzyskali dyplom ukończenia szkoły średniej, w zakresie swojej wyspecjalizowanej dziedziny studiów – ochrony zdrowia, która ma głównie charakter akademicki. Współpracują ze swoimi asystentami naukowymi i dydaktycznymi w celu przygotowania wykładów i egzaminów, do klasyfikowania dokumentów i egzaminów, do prowadzenia praktyk laboratoryjnych, a także do prowadzenia regularnych przeglądów i wymiany informacji zwrotnych dla studentów. Prowadzą również badania naukowe w dziedzinie specjalistycznej ochrony zdrowia, publikują swoje ustalenia i współpracują z innymi pracownikami uczelni.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,nauczyciel akademicki
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,immunolog,released,,"Immunolodzy prowadzą badania nad systemem odpornościowym żywych organizmów (np. ciałem ludzkim) oraz sposobem, w jaki reaguje na zakażenia zewnętrzne lub inwazyjne szkodliwe czynniki (np. wirusy, bakterie, pasożyty). Badania ich koncentrują się na tych chorobach, które mają wpływ na immunologię żywych organizmów w celu zaklasyfikowania ich do leczenia.",http://data.europa.eu/esco/isco/C2131,"Biolodzy, botanicy, zoolodzy i specjaliści nauk pokrewnych"
